Claim Date,Customer ID,Customer Zip Code,DB Update Date,Insurance Expiry Date,Insurance Status,Model Line,Original Source,Product Production Date,Status,Sub Model Line,Sub Status,Vendor ID,Holding Fee,Insurance Amount,Storage Fee,Total Acquisition Cost
2/02/2008,J12828191,2190,23/11/2011,,Unknown Status,Core,Corporate System,18/10/2002,COMPLETE,Dual Phase,Complete,204852,0,80,532,45320
7/01/2008,J12836323,2190,23/11/2008,,Unknown Status,Core,Corporate System,11/10/2000,COMPLETE,Dual Phase,Complete,204852,0,176,636,11496
21/02/2009,J13025345,2190,8/04/2009,26/10/2009,Expired Over 2 Years Ago,Core,Corporate System,29/08/2003,COMPLETE,Dual Phase,Complete,204852,0,1732,576,12848
11/09/2008,J12966894,2190,18/07/2009,,Unknown Status,Core,Corporate System,8/12/2003,COMPLETE,Dual Phase,Complete,144488,0,684,144,22928
10/09/2007,J12763057,2190,17/10/2011,,Unknown Status,Core,Corporate System,24/09/1998,COMPLETE,Dual Phase,Complete,204852,0,376,156,15328
14/12/2007,J12802882,2190,7/10/2010,28/07/2010,Recently Expired,Core,Corporate System,3/12/2001,COMPLETE,Dual Phase,Complete,147608,0,880,252,57560
10/04/2008,J12930426,2190,20/04/2008,,Unknown Status,Core,Public Company,7/11/2002,COMPLETE,Dual Phase,Complete,204852,0,964,432,18876
13/04/2008,J12865426,2190,6/03/2008,,Unknown Status,Core,Public Company,23/08/2001,COMPLETE,Dual Phase,Complete,204852,0,1540,640,14916
25/01/2008,J12881368,2190,15/03/2009,,Unknown Status,Core,Corporate System,2/09/2002,COMPLETE,Dual Phase,Complete,204852,0,1220,276,66200
28/11/2007,J12729562,2190,11/10/2007,,Unknown Status,Core,Public Company,27/04/1997,COMPLETE,Compact,Complete,204852,0,460,636,24876
25/12/2007,J12772417,2190,9/12/2007,,Unknown Status,Core,Public Company,14/08/1999,COMPLETE,Compact,Complete,204852,0,688,656,11376
,J12696666,2190,11/09/2010,,Unknown Status,Core,Corporate System,10/04/1997,INCOMPLETE,Compact,Incomplete,,0,1460,308,20892
29/05/2008,J12921499,2190,1/06/2008,,Unknown Status,Core,Public Company,28/07/1999,COMPLETE,Compact,Complete,204852,0,1776,688,10232
30/11/2008,J13012110,2190,2/01/2009,18/11/2009,Expired Over 2 Years Ago,Core,Corporate System,21/01/1998,COMPLETE,Compact,Complete,204852,0,52,432,59200
,J12958941,2190,1/08/2008,,Unknown Status,Core,Corporate System,30/08/1999,INCOMPLETE,Compact,Incomplete,,0,312,560,18868
,J12975700,2190,18/04/2011,25/06/2011,Recently Expired,Core,State,5/10/1997,INCOMPLETE,Compact,Incomplete,,0,368,640,14092
1/07/2008,J12939901,2190,3/04/2008,,Unknown Status,Core,State,1/08/1997,COMPLETE,Compact,Complete,19376,0,952,648,27760
,J12831952,2190,26/09/2008,,Unknown Status,Core,Corporate System,23/06/1998,INCOMPLETE,Compact,Incomplete,,0,124,224,10380
,J13013876,2190,27/11/2008,,Unknown Status,Core,Corporate System,16/04/1999,INCOMPLETE,Compact,Incomplete,,0,160,112,42200
,J12856698,2190,20/01/2008,,Unknown Status,Core,Public Company,1/08/1999,INCOMPLETE,Compact,Incomplete,,0,1592,252,37440
,J12738583,2190,13/11/2007,,Unknown Status,Core,Public Company,25/04/1998,INCOMPLETE,Compact,Incomplete,,0,1432,180,22928
15/10/2010,J13038138,2190,11/11/2010,22/05/2011,Recently Expired,Core,Public Company,1/01/1999,COMPLETE,Compact,Complete,35236,0,32,216,26940
21/11/2007,J12761907,2190,16/10/2007,,Unknown Status,Core,Public Company,24/06/1999,COMPLETE,Compact,Complete,204852,0,664,564,12568
11/12/2007,J12780089,2190,3/11/2007,,Unknown Status,Core,Public Company,11/05/1997,COMPLETE,Compact,Complete,204852,0,1772,168,83560
25/03/2009,J13020558,2190,11/12/2009,13/08/2009,Expired Over 2 Years Ago,Core,Corporate System,22/05/1998,COMPLETE,Compact,Complete,204852,0,144,8,80720
,J12911104,2190,2/05/2008,,Unknown Status,Core,State,30/12/1998,INCOMPLETE,Compact,Incomplete,,0,1528,360,19592
25/11/2007,J12770932,2190,5/12/2007,,Unknown Status,Core,Public Company,11/07/1997,COMPLETE,Compact,Complete,204852,0,1084,44,81560
9/10/2007,J12763390,2190,26/09/2007,,Unknown Status,Core,Public Company,28/06/1997,COMPLETE,Compact,Complete,204852,0,476,304,11720
,J12976714,2190,29/08/2008,,Unknown Status,Core,Corporate System,21/04/1998,INCOMPLETE,Compact,Incomplete,,0,1044,640,18896
24/06/2008,J12928667,2190,15/06/2008,,Unknown Status,Core,Public Company,11/02/1998,COMPLETE,Compact,Complete,204852,0,588,104,20244
19/05/2008,J12900858,2190,6/04/2008,,Unknown Status,Core,State,4/09/2000,COMPLETE,Compact,Complete,204852,0,992,640,23516
31/12/2007,J12873307,2190,25/11/2008,,Unknown Status,Core,Public Company,28/09/2002,COMPLETE,Compact,Complete,35236,0,1652,68,19580
,J12962189,2190,25/07/2008,,Unknown Status,Core,Public Company,25/01/2001,INCOMPLETE,Compact,Incomplete,,0,1488,396,11280
18/12/2007,J12768677,2190,6/10/2007,,Unknown Status,Core,Public Company,12/03/1997,COMPLETE,Compact,Complete,204852,0,1348,376,14340
,J12983668,2190,19/10/2009,,Unknown Status,Core,Corporate System,26/06/2000,INCOMPLETE,Compact,Incomplete,,0,332,520,12944
1/06/2008,J12942855,2190,1/05/2008,,Unknown Status,Core,State,29/07/2001,COMPLETE,Compact,Complete,149700,0,896,560,25324
25/06/2008,J12929327,2190,3/07/2008,,Unknown Status,Core,Public Company,22/12/2001,COMPLETE,Compact,Complete,204852,0,260,312,18480
,J13019099,2190,19/03/2009,22/03/2009,Expired Over 2 Years Ago,Core,Corporate System,15/01/2002,INCOMPLETE,Compact,Incomplete,,0,116,380,26176
22/07/2008,J12930634,2190,23/06/2008,,Unknown Status,Core,Public Company,12/12/2001,COMPLETE,Compact,Complete,204852,0,1348,516,93040
,J12862218,2190,12/04/2008,,Unknown Status,Core,Public Company,20/01/2002,INCOMPLETE,Compact,Incomplete,,0,312,44,10408
25/03/2008,J12896604,2190,27/04/2008,,Unknown Status,Core,Public Company,6/05/1998,COMPLETE,Compact,Complete,204852,0,300,644,23968
,J12953254,2190,14/05/2008,,Unknown Status,Core,Public Company,6/03/1998,INCOMPLETE,Compact,Incomplete,,0,536,376,20188
14/06/2011,J13043735,2190,26/08/2011,11/11/2011,Recently Expired,Core,Corporate System,16/06/2001,COMPLETE,Compact,Complete,151676,344,684,236,92760
13/12/2007,J12859135,2190,15/11/2008,,Unknown Status,Core,Corporate System,1/03/2000,COMPLETE,Compact,Complete,11336,0,76,412,29480
9/12/2007,J12804917,2190,25/07/2008,,Unknown Status,Core,Public Company,24/02/2000,COMPLETE,Compact,Complete,204852,0,1544,640,12080
5/01/2009,J13016334,2190,1/01/2009,3/03/2009,Expired Over 2 Years Ago,Core,Corporate System,5/01/2000,COMPLETE,Compact,Complete,204852,0,960,428,93920
15/04/2009,J13024546,2190,12/03/2009,8/03/2008,Expired Over 2 Years Ago,Core,Corporate System,14/01/2000,COMPLETE,Compact,Complete,204852,1176,876,28,32932
26/02/2008,J12833368,2190,31/07/2010,30/07/2010,Recently Expired,Core,Corporate System,19/09/2000,COMPLETE,Compact,Complete,204852,0,876,132,70480
30/11/2008,J13012523,2190,31/01/2009,12/10/2009,Expired Over 2 Years Ago,Core,Corporate System,25/09/2000,COMPLETE,Compact,Complete,204852,0,180,292,21544
10/01/2008,J12730775,,25/02/2011,7/10/2011,Recently Expired,SL-300,Public Company,16/05/1997,COMPLETE,Dual Phase,Complete,200844,0,772,376,24124
28/06/2008,J12906756,,20/06/2008,,Unknown Status,SL-300,Public Company,17/12/1995,COMPLETE,Dual Phase,Complete,200844,0,4816,664,63708
9/07/2007,J12664843,,19/01/2008,,Unknown Status,SL-300,Public Company,26/10/1997,COMPLETE,Dual Phase,Complete,149712,0,1812,344,39060
,J13024326,,30/03/2009,18/10/2009,Expired Over 2 Years Ago,SL-300,Public Company,15/01/2002,INCOMPLETE,Dual Phase,Incomplete,,0,4628,128,42632
,J12988188,,6/11/2008,,Unknown Status,SL-300,Public Company,11/04/1997,INCOMPLETE,Dual Phase,Incomplete,,0,4624,820,67340
27/12/2007,J12811830,,11/01/2011,7/01/2011,Recently Expired,SL-300,Public Company,6/11/1996,COMPLETE,Dual Phase,Complete,200844,0,3284,248,67484
15/09/2007,J12687851,,20/12/2010,14/10/2009,Expired Over 2 Years Ago,Core,Technical Doc,13/05/1995,COMPLETE,5 Phase,Complete,147572,0,548,136,50640
,J12752265,,12/11/2010,,Unknown Status,Yard,Public Company,19/05/2000,INCOMPLETE,5 Phase,Insurance Claim,,0,396,516,12988
14/01/2008,J12855443,,3/06/2008,,Unknown Status,Bat,Technical Doc,31/12/1993,COMPLETE,5 Phase,Complete,4284,0,396,220,12720
30/10/2006,J12639706,5086,12/07/2006,,Unknown Status,Yard,State,26/01/1997,COMPLETE,3 Phase,Complete,9996,0,1040,1240,17400
,J12980158,5086,17/12/2008,,Unknown Status,Core,Corporate System,17/08/1993,INCOMPLETE,Compact,Incomplete,,0,1372,20,58440
,J12601520,5086,26/10/2011,19/04/2010,Recently Expired,Core,Corporate System,6/03/1996,INCOMPLETE,Compact,Incomplete,,0,740,12,13108
,J12995805,5086,26/09/2009,17/03/2009,Expired Over 2 Years Ago,Core,Corporate System,30/05/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1304,268,94920
23/12/2007,J12855023,5086,15/09/2011,,Unknown Status,Core,Corporate System,11/07/2000,COMPLETE,Dual Phase,Complete,24752,0,496,352,96160
,J12830831,5086,12/04/2008,,Unknown Status,Core,State,10/05/2002,INCOMPLETE,Dual Phase,Incomplete,,0,1312,228,12320
26/03/2008,J12827864,5086,12/05/2008,,Unknown Status,Core,Corporate System,10/09/2002,COMPLETE,Dual Phase,Complete,31348,0,844,20,18020
,J12758669,5086,21/10/2007,,Unknown Status,Core,State,6/03/1999,INCOMPLETE,Compact,Incomplete,,0,1392,36,21828
21/11/2007,J12790897,,9/08/2007,,Unknown Status,Core,Technical Doc,10/04/1997,COMPLETE,Dual Phase,Complete,14208,0,1588,436,96800
14/09/2006,J12641180,4124,31/01/2010,26/09/2010,Recently Expired,Yard,State-Public,1/07/1997,COMPLETE,Dual Phase,Complete,14208,0,1164,496,18076
12/05/2008,J12900530,4124,12/06/2008,,Unknown Status,Bat,State,10/07/1993,COMPLETE,3 Phase,Complete,14208,0,696,32,76960
,J12826029,4124,13/06/2007,,Unknown Status,Bat,State,25/12/1993,INCOMPLETE,3 Phase,Incomplete,,0,516,136,79080
18/11/2007,J12764552,4124,22/10/2007,,Unknown Status,Yard,State,1/05/2001,COMPLETE,3 Phase,Complete,14208,0,168,352,19284
23/10/2006,J12629905,4124,29/07/2005,,Unknown Status,Yard,State,8/12/1996,COMPLETE,3 Phase,Complete,14208,0,1300,1276,27444
10/08/2008,J12958410,4124,7/06/2008,,Unknown Status,Yard,State,8/05/1999,COMPLETE,5 Phase,Complete,14208,0,104,268,13252
30/06/2008,J12899075,4124,9/07/2008,,Unknown Status,Yard,State,6/02/1997,COMPLETE,5 Phase,Complete,14208,0,328,1424,20612
,J12585156,4124,5/08/2005,,Unknown Status,Adventure,State,17/03/1997,INCOMPLETE,Large,Incomplete,,0,1012,560,25080
22/04/2005,J12552618,4124,19/10/2009,8/07/2010,Recently Expired,Adventure,State-Public,18/04/1993,COMPLETE,Large,Complete,14208,0,360,36,99680
11/12/2008,J13008528,4124,25/07/2008,,Unknown Status,Core,State,2/02/1999,COMPLETE,Dual Phase,Complete,14208,0,1420,640,18504
2/10/2008,J12978194,4124,8/09/2008,,Unknown Status,Core,State,16/02/1998,COMPLETE,Dual Phase,Complete,14208,0,1528,368,49600
14/01/2009,J13013890,4124,15/09/2008,,Unknown Status,Core,State,23/04/1999,COMPLETE,Compact,Complete,14208,0,992,100,25952
,J13017929,4124,27/04/2009,11/10/2009,Expired Over 2 Years Ago,Core,State-Public,22/10/1997,INCOMPLETE,Compact,Incomplete,,0,584,188,92560
,J13034743,4124,8/02/2010,10/04/2010,Recently Expired,Core,State-Public,9/04/1997,INCOMPLETE,Compact,Incomplete,,0,564,620,12612
,J12694705,4124,16/10/2007,,Unknown Status,Core,State,30/10/1998,INCOMPLETE,Compact,Incomplete,,0,200,476,23688
21/11/2007,J12752088,4124,25/10/2007,,Unknown Status,Core,Corporate System,6/02/1999,COMPLETE,Compact,Complete,5432,0,304,416,15672
25/03/2008,J12890795,4124,13/02/2008,,Unknown Status,Core,State,23/12/2000,COMPLETE,Compact,Complete,14208,0,1048,484,14348
1/12/2008,J12998541,4124,31/08/2008,,Unknown Status,Core,State,30/01/2001,COMPLETE,Compact,Complete,14208,0,516,228,15480
,J12841561,4124,25/12/2008,13/09/2009,Expired Over 2 Years Ago,Core,State,16/03/2000,INCOMPLETE,Compact,Incomplete,,0,1256,64,13936
,J12617785,3341,20/11/2009,29/03/2010,Recently Expired,Core,Corporate System,3/02/1997,INCOMPLETE,Dual Phase,Incomplete,,0,72,68,26120
9/01/2008,J12888592,3341,19/01/2009,,Unknown Status,Core,Corporate System,13/12/1998,COMPLETE,Compact,Complete,17316,0,592,368,39880
20/03/2008,J12913685,3341,25/04/2008,,Unknown Status,Core,Public Company,29/07/1998,COMPLETE,Compact,Complete,17316,0,1280,376,17032
20/10/2008,J12978545,,24/12/2008,,Unknown Status,Core,Technical Doc,30/08/2002,COMPLETE,Compact,Complete,19376,0,1288,32,11212
21/10/2008,J12997364,,25/10/2008,,Unknown Status,Core,Public Company,22/12/1999,COMPLETE,Dual Phase,Complete,32440,0,1436,128,95280
,J12717571,,1/12/2010,18/10/2010,Recently Expired,SL-300,Public Company,22/02/1998,INCOMPLETE,Dual Phase,Incomplete,,0,4820,760,54888
,J12754513,,27/10/2008,,Unknown Status,Core,State,7/03/1995,INCOMPLETE,,Insurance Claim,,0,388,52,11704
5/09/2005,J12554396,,14/06/2010,7/02/2011,Recently Expired,Adventure,Technical Doc,1/08/1992,COMPLETE,Large,Complete,32440,0,1044,160,82480
,J12668593,,13/12/2010,16/06/2010,Recently Expired,SL-300,State,4/12/1996,INCOMPLETE,Dual Phase,Insurance Claim,,0,2168,184,36484
1/11/2010,J13041402,2176,7/11/2010,27/02/2011,Recently Expired,Core,State-Public,3/12/1993,COMPLETE,Compact,Complete,19376,0,184,0,29120
,J13042247,2176,29/11/2010,19/08/2011,Recently Expired,Core,State-Public,12/12/1993,INCOMPLETE,Compact,Incomplete,,0,0,0,0
24/08/2007,J12676164,2176,6/04/2008,,Unknown Status,Core,Public Company,1/10/1994,COMPLETE,Compact,Complete,149700,0,52,0,49600
28/05/2006,J12582867,2176,1/07/2009,30/03/2010,Recently Expired,Core,State-Public,1/01/1996,COMPLETE,Dual Phase,Complete,1132,0,792,96,11236
30/11/2006,J12651567,2176,3/03/2010,13/03/2010,Recently Expired,Core,State-Public,2/03/1996,COMPLETE,Dual Phase,Complete,19376,0,668,16,53120
17/12/2007,J12726067,2176,15/11/2009,6/11/2010,Recently Expired,Core,State-Public,8/04/1993,COMPLETE,Dual Phase,Complete,19376,0,832,68,88600
,J12558219,2176,20/01/2010,31/10/2010,Recently Expired,Core,Technical Doc,2/07/1996,INCOMPLETE,Dual Phase,Incomplete,,0,236,120,71000
,J12568036,2176,8/01/2010,7/05/2010,Recently Expired,Core,State-Public,1/02/1993,INCOMPLETE,Dual Phase,Incomplete,,0,712,96,14880
,J12799937,2176,30/11/2007,,Unknown Status,Yard,Technical Doc,12/11/2001,INCOMPLETE,Dual Phase,Incomplete,,0,908,740,21788
,J12959672,2176,1/09/2008,,Unknown Status,Yard,Public Company,20/03/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1280,736,81920
,J12651445,2176,31/12/2009,17/07/2010,Recently Expired,Yard,State-Public,2/04/1997,INCOMPLETE,Dual Phase,Incomplete,,0,756,440,59600
18/11/2006,J12656410,2176,21/06/2005,,Unknown Status,Yard,State,31/12/1995,COMPLETE,3 Phase,Complete,32440,0,684,64,15872
27/10/2007,J12713119,2176,8/10/2007,,Unknown Status,Yard,Public Company,9/02/2000,COMPLETE,3 Phase,Complete,19376,0,156,380,85280
20/10/2005,J12555381,2176,10/11/2009,11/03/2010,Recently Expired,Core,State-Public,3/08/1993,COMPLETE,Compact,Complete,149088,0,1344,64,35760
5/06/2006,J12587073,2176,5/05/2010,6/12/2010,Recently Expired,Core,State-Public,2/12/1994,COMPLETE,Compact,Complete,19376,0,596,112,68120
,J12563570,2176,3/08/2009,22/03/2010,Recently Expired,Core,State-Public,4/12/1992,INCOMPLETE,Compact,Incomplete,,0,1140,24,99320
17/03/2006,J12578623,2176,14/10/2009,21/03/2010,Recently Expired,Core,State-Public,7/09/1994,COMPLETE,Compact,Complete,32440,0,1356,128,67360
,J12688761,2176,21/04/2010,7/02/2011,Recently Expired,Core,State-Public,17/09/1996,INCOMPLETE,Compact,Incomplete,,0,236,136,19800
11/07/2006,J12630417,2176,11/04/2010,30/12/2010,Recently Expired,Core,State-Public,8/11/1992,COMPLETE,Compact,Complete,32440,0,208,40,12512
17/06/2006,J12601289,2176,23/09/2009,11/12/2009,Expired Over 2 Years Ago,Core,State-Public,24/10/1996,COMPLETE,Compact,Complete,204852,0,580,60,21240
,J12645516,2176,14/04/2010,29/07/2010,Recently Expired,Core,State-Public,11/05/1992,INCOMPLETE,Compact,Incomplete,,0,1012,84,78800
,J12628832,2176,2/11/2006,,Unknown Status,Yard,Public Company,2/07/1996,INCOMPLETE,5 Phase,Incomplete,,0,764,92,54480
16/11/2007,J12805966,2176,13/12/2007,,Unknown Status,Bat,Public Company,14/07/1993,COMPLETE,5 Phase,Complete,19376,0,700,88,73200
,J12961643,2176,6/04/2008,,Unknown Status,Yard,State,4/11/1995,INCOMPLETE,5 Phase,Incomplete,,0,240,400,37800
,J12588174,2176,4/09/2007,,Unknown Status,Adventure,Public Company,12/10/1998,INCOMPLETE,Large,Incomplete,,0,400,584,20828
5/07/2008,J12968392,2176,17/05/2010,21/08/2010,Recently Expired,Adventure,Technical Doc,24/12/1991,COMPLETE,Large,Complete,19376,996,636,16,11000
,J12905190,2176,2/04/2008,,Unknown Status,SL-300,Public Company,26/05/2002,INCOMPLETE,Dual Phase,Incomplete,,0,2632,1256,45940
2/04/2008,J12906226,2176,10/03/2008,,Unknown Status,SL-300,State,13/03/2001,COMPLETE,Dual Phase,Complete,149868,0,3824,440,24988
27/03/2008,J12870053,2176,11/02/2008,,Unknown Status,SL-300,Public Company,14/11/1995,COMPLETE,Dual Phase,Complete,200844,0,5352,1276,81040
6/11/2007,J12739012,2176,30/11/2007,,Unknown Status,Core,Public Company,8/03/1998,COMPLETE,Dual Phase,Complete,19376,0,8,188,12672
23/08/2008,J12964916,2176,10/08/2008,,Unknown Status,Core,Public Company,5/01/1999,COMPLETE,Dual Phase,Complete,19376,0,400,640,91960
2/08/2008,J12974305,2176,29/10/2008,,Unknown Status,Core,State,28/06/2003,COMPLETE,Dual Phase,Complete,32440,0,444,300,11360
20/12/2007,J12768183,2176,10/10/2007,,Unknown Status,Core,State,25/03/1998,COMPLETE,Dual Phase,Complete,19376,0,96,612,19984
,J12941421,2176,26/07/2008,,Unknown Status,Core,Public Company,26/05/1998,INCOMPLETE,Compact,Incomplete,,0,296,368,11584
15/12/2007,J12753401,2176,11/12/2007,,Unknown Status,Core,Public Company,29/08/1998,COMPLETE,Compact,Complete,19376,0,1384,532,18720
,J12896710,2176,7/06/2009,,Unknown Status,Core,Technical Doc,5/03/2001,INCOMPLETE,Compact,Incomplete,,0,1296,68,18596
17/07/2009,J13028624,2176,9/07/2009,16/12/2009,Expired Over 2 Years Ago,Core,Technical Doc,11/10/2001,COMPLETE,Compact,Complete,19376,0,1004,208,93800
31/03/2008,J12832771,2176,11/07/2008,,Unknown Status,Core,State,8/10/2001,COMPLETE,Compact,Complete,32440,0,1484,120,67440
4/11/2008,J12995734,2176,15/11/2008,,Unknown Status,Core,Public Company,12/06/1998,COMPLETE,Compact,Complete,32440,0,1060,232,14092
7/09/2008,J12982460,2176,27/09/2008,,Unknown Status,Core,State,5/11/2000,COMPLETE,Compact,Complete,32440,0,468,404,12400
12/08/2008,J12949921,,22/06/2008,,Unknown Status,SL-300,Public Company,6/06/1998,COMPLETE,Dual Phase,Complete,200844,0,2176,536,78840
,J13017842,,20/03/2009,26/03/2009,Expired Over 2 Years Ago,SL-300,Public Company,23/03/1997,INCOMPLETE,Dual Phase,Incomplete,,0,4244,10440,162092
17/03/2006,J12601366,,4/01/2011,11/10/2009,Expired Over 2 Years Ago,Adventure,Technical Doc,1/08/1992,COMPLETE,Large,Complete,4284,0,252,128,18120
3/12/2007,J12786456,6210,8/05/2010,1/07/2010,Recently Expired,Core,Technical Doc,1/11/1996,COMPLETE,Dual Phase,Complete,149840,0,116,136,47960
,J12643399,6210,13/12/2009,16/11/2009,Expired Over 2 Years Ago,Core,Corporate System,27/12/1996,INCOMPLETE,Dual Phase,Incomplete,,0,284,88,10396
3/04/2005,J12549367,6210,5/11/2009,11/02/2010,Expired Over 2 Years Ago,Core,Corporate System,12/04/1993,COMPLETE,Dual Phase,Complete,23896,0,328,96,39440
28/08/2007,J12738519,6210,21/11/2007,,Unknown Status,Yard,Public Company,31/10/1999,COMPLETE,Dual Phase,Complete,204748,0,108,272,11240
8/07/2006,J12618586,6210,1/12/2009,20/01/2010,Expired Over 2 Years Ago,Yard,State-Public,12/08/1996,COMPLETE,Dual Phase,Complete,204748,0,1380,600,11808
10/08/2007,J12687293,6210,3/10/2007,,Unknown Status,Yard,Public Company,30/06/1998,COMPLETE,3 Phase,Complete,204748,0,188,788,37400
,J12678498,6210,24/04/2008,,Unknown Status,Bat,Technical Doc,7/02/1994,INCOMPLETE,3 Phase,Incomplete,,0,796,124,14100
,J12809069,6210,9/11/2007,,Unknown Status,Yard,State,29/07/1999,INCOMPLETE,3 Phase,Incomplete,,0,224,1448,13052
14/06/2005,J12548792,6210,10/10/2009,12/12/2009,Expired Over 2 Years Ago,Core,Corporate System,14/12/1991,COMPLETE,Compact,Complete,204748,0,304,28,10456
,J12738433,6210,20/01/2012,,Unknown Status,Yard,Corporate System,16/06/2000,INCOMPLETE,5 Phase,Incomplete,,0,1212,640,29272
28/11/2007,J12732250,6210,6/11/2007,,Unknown Status,Yard,Public Company,16/08/1999,COMPLETE,5 Phase,Complete,3296,0,1092,692,44920
,J12700664,6210,3/10/2007,,Unknown Status,Yard,State,10/05/2000,INCOMPLETE,5 Phase,Incomplete,,0,612,348,10460
16/09/2007,J12695668,6210,14/11/2008,,Unknown Status,Core,Public Company,25/05/1997,COMPLETE,Dual Phase,Complete,204748,0,356,656,14764
14/12/2007,J12797992,6210,11/11/2007,,Unknown Status,Core,Public Company,5/11/1997,COMPLETE,Dual Phase,Complete,204748,0,416,340,12128
19/09/2008,J12956546,6210,22/08/2008,,Unknown Status,Core,Public Company,9/09/1999,COMPLETE,Dual Phase,Complete,204748,0,808,128,11920
,J12968314,6210,1/07/2009,,Unknown Status,Core,Corporate System,20/07/1998,INCOMPLETE,Dual Phase,Incomplete,,0,1472,188,14216
,J12881489,6210,30/12/2011,,Unknown Status,Core,Public Company,10/08/2000,INCOMPLETE,Dual Phase,Incomplete,,0,844,604,13580
14/03/2008,J12835547,6210,11/01/2009,,Unknown Status,Core,Public Company,10/05/2002,COMPLETE,Dual Phase,Complete,204748,0,900,364,18796
27/02/2008,J12852615,6210,5/06/2010,,Unknown Status,Core,Public Company,11/01/2002,COMPLETE,Dual Phase,Complete,204748,0,1556,352,24040
8/01/2008,J12830470,6210,26/08/2010,,Unknown Status,Core,Public Company,8/01/2003,COMPLETE,Dual Phase,Complete,204748,0,180,36,20344
2/05/2008,J12909071,6210,18/02/2008,,Unknown Status,Core,State,30/04/2001,COMPLETE,Compact,Complete,204748,0,1712,592,10824
,J12921894,6210,9/02/2009,,Unknown Status,Core,Corporate System,29/10/2001,INCOMPLETE,Compact,Incomplete,,0,196,236,17960
,J12883161,6210,13/05/2009,,Unknown Status,Core,Corporate System,24/10/2000,INCOMPLETE,Compact,Incomplete,,0,2024,224,26104
7/01/2008,J12840659,6210,18/08/2008,,Unknown Status,Core,Public Company,1/07/2000,COMPLETE,Compact,Complete,204748,0,1372,8,14568
27/06/2006,J12619203,5140,8/12/2009,,Unknown Status,Yard,Corporate System,27/02/1997,COMPLETE,3 Phase,Complete,31348,0,820,1144,29200
9/08/2007,J12691991,2230,24/08/2009,19/10/2009,Expired Over 2 Years Ago,Core,State-Public,24/09/1994,COMPLETE,Compact,Complete,35236,0,552,136,64200
30/06/2007,J12692585,2330,12/03/2009,,Unknown Status,Bat,Corporate System,6/06/1993,COMPLETE,5 Phase,Complete,27004,0,812,192,10160
7/12/2007,J12750575,2620,13/10/2007,,Unknown Status,Core,State,26/01/2000,COMPLETE,Dual Phase,Complete,15076,0,464,552,12108
27/06/2008,J12966059,4359,22/04/2008,,Unknown Status,Core,State,20/05/1993,COMPLETE,Single Phase,Complete,148972,0,904,300,14120
2/09/2005,J12555837,4359,13/01/2010,27/08/2010,Recently Expired,Core,State-Public,29/11/1993,COMPLETE,Compact,Complete,148972,0,1372,20,21240
18/08/2008,J12964494,4751,17/06/2008,,Unknown Status,Rook,Public Company,21/07/2000,COMPLETE,5 Phase,Complete,11792,0,984,616,24304
9/08/2006,J12633191,6056,18/07/2009,7/07/2010,Recently Expired,Core,State-Public,16/03/1993,COMPLETE,Dual Phase,Complete,150268,0,376,52,22880
26/02/2008,J12851047,6056,5/09/2011,,Unknown Status,Bat,Corporate System,22/01/1994,COMPLETE,3 Phase,Complete,149848,0,264,256,10884
11/10/2007,J12673465,6056,1/09/2009,16/11/2009,Expired Over 2 Years Ago,Core,State-Public,30/11/1996,COMPLETE,Compact,Complete,149848,0,396,4,28000
,J12807635,6056,17/10/2007,,Unknown Status,Core,State,6/07/1997,INCOMPLETE,Dual Phase,Incomplete,,0,1372,184,17960
5/12/2007,J12783269,6056,1/09/2007,,Unknown Status,Core,State,15/12/1999,COMPLETE,Dual Phase,Complete,150268,0,232,628,75160
11/09/2007,J12771721,6056,29/09/2007,,Unknown Status,Core,State,17/08/1997,COMPLETE,Dual Phase,Complete,149848,0,360,128,70200
,J12934767,6056,8/06/2008,,Unknown Status,Core,State,9/04/2003,INCOMPLETE,Dual Phase,Incomplete,,0,124,396,14124
7/12/2007,J12787515,6056,4/10/2008,,Unknown Status,Core,State,2/06/1998,COMPLETE,Compact,Complete,149848,0,1332,272,24212
,J12846362,6056,9/02/2008,,Unknown Status,Core,State,19/08/2002,INCOMPLETE,Compact,Incomplete,,0,680,528,11396
,J12744300,5360,25/06/2007,,Unknown Status,Bat,State,6/01/1994,INCOMPLETE,3 Phase,Incomplete,,0,284,348,11028
,J12712563,5360,13/02/2012,,Unknown Status,Core,Corporate System,17/05/1997,INCOMPLETE,Dual Phase,Incomplete,,0,892,128,14464
29/10/2007,J12824920,5360,1/12/2007,,Unknown Status,Core,State,20/02/1999,COMPLETE,Compact,Complete,36268,0,204,544,64160
,J12656003,,14/02/2010,7/11/2009,Expired Over 2 Years Ago,Core,Technical Doc,8/09/1993,INCOMPLETE,Compact,Insurance Claim,,0,812,28,10052
,J12623644,,4/09/2010,5/02/2009,Expired Over 2 Years Ago,Yard,Technical Doc,13/11/1996,INCOMPLETE,Dual Phase,Insurance Claim,,0,632,384,15760
24/05/2005,J12551757,,3/10/2008,,Unknown Status,Core,State,12/08/1993,COMPLETE,Compact,Complete,145848,0,560,124,53960
8/01/2007,J12648333,,18/05/2010,20/03/2010,Recently Expired,Adventure,Technical Doc,29/08/1992,COMPLETE,Large,Complete,145848,0,176,28,33720
